Unranked,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species,Species Extra Info
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Dengue virus,Dengue virus (6 Types - 7574 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Edge Hill virus,Edge Hill virus (16 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Entebbe bat virus,Entebbe bat virus (5 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Gadgets Gully virus,Gadgets Gully virus (8 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Ilheus virus,Ilheus virus (37 Strains - 7 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Israel turkey meningoencephalomyelitis virus,Israel turkey meningoencephalomyelitis virus (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Japanese encephalitis virus,Japanese encephalitis virus (2528 Strains - 381 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Jugra virus,Jugra virus (4 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Jutiapa virus,Jutiapa virus (2 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Kadam virus,Kadam virus (6 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Kedougou virus,Kedougou virus (4 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Kokobera virus,Kokobera virus (80 Strains - 8 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Koutango virus,Koutango virus (5 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Kyasanur Forest disease virus,Kyasanur Forest disease virus (115 Strains - 27 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Langat virus,Langat virus (18 Strains - 6 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Louping ill virus,Louping ill virus (61 Strains - 27 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Meaban virus,Meaban virus (6 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Modoc virus,Modoc virus (15 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Montana myotis leukoencephalitis virus,Montana myotis leukoencephalitis virus (10 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Murray Valley encephalitis virus,Murray Valley encephalitis virus (204 Strains - 22 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Ntaya virus,Ntaya virus (6 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus (48 Strains - 22 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Phnom Penh bat virus,Phnom Penh bat virus (6 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Powassan virus,Powassan virus (166 Strains - 28 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Rio Bravo virus,Rio Bravo virus (17 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Royal Farm virus,Royal Farm virus (23 Strains - 6 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Saboya virus,Saboya virus (6 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Saint Louis encephalitis virus,Saint Louis encephalitis virus (487 Strains - 186 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Sal Vieja virus,Sal Vieja virus (4 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,San Perlita virus,San Perlita virus (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Saumarez Reef virus,Saumarez Reef virus (5 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Sepik virus,Sepik virus (7 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Tembusu virus,Tembusu virus (274 Strains - 154 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Tick-borne encephalitis virus,Tick-borne encephalitis virus (2594 Strains - 269 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Tyuleniy virus,Tyuleniy virus (7 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Uganda S virus,Uganda S virus (7 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Unclassified Flavivirus,Unclassified Flavivirus (1192 Strains - 185 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Usutu virus,Usutu virus (747 Strains - 179 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Wesselsbron virus,Wesselsbron virus (35 Strains - 8 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,West Nile virus,West Nile virus (21510 Strains - 2002 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Yaounde virus,Yaounde virus (2 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Yellow fever virus,Yellow fever virus (1028 Strains - 324 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Yokose virus,Yokose virus (7 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Flavivirus,Zika virus,Zika virus (1913 Strains - 1064 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus A,Hepacivirus A (206 Strains - 6 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus B,Hepacivirus B (2 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus D,Hepacivirus D (4 Strains - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus E,Hepacivirus E (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus F,Hepacivirus F (5 Strains - 6 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus G,Hepacivirus G (31 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus H,Hepacivirus H (4 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus I,Hepacivirus I (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus J,Hepacivirus J (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus K,Hepacivirus K (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus L,Hepacivirus L (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus M,Hepacivirus M (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepacivirus N,Hepacivirus N (115 Strains - 15 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepatitis C virus,Hepatitis C virus (8 Genotypes - 3511 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Hepatitis GB virus B,Hepatitis GB virus B (158 Strains - 13 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,Unclassified Hepacivirus,Unclassified Hepacivirus (735 Strains - 113 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Hepacivirus,unknown,unknown (4 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus A,Pegivirus A (2270 Strains - 87 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus B,Pegivirus B (76 Strains - 14 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus C,Pegivirus C (3104 Strains - 122 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus D,Pegivirus D (103 Strains - 12 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus E,Pegivirus E (70 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus F,Pegivirus F (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus G,Pegivirus G (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus H,Pegivirus H (78 Strains - 45 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus I,Pegivirus I (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus J,Pegivirus J (18 Strains - 5 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Pegivirus K,Pegivirus K (59 Strains - 11 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pegivirus,Unclassified Pegivirus,Unclassified Pegivirus (73 Strains - 21 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus A,Pestivirus A (19409 Strains - 160 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus B,Pestivirus B (490 Strains - 141 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus C,Pestivirus C (2823 Strains - 214 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus D,Pestivirus D (322 Strains - 20 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus E,Pestivirus E (2 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus F,Pestivirus F (45 Strains - 9 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus G,Pestivirus G (15 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus H,Pestivirus H (161 Strains - 21 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus I,Pestivirus I (26 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus J,Pestivirus J (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Pestivirus K,Pestivirus K (487 Strains - 77 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,Unclassified Pestivirus,Unclassified Pestivirus (245 Strains - 14 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Pestivirus,unknown,unknown (152 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,Drosophila-associated Flavivirus-like 1,Drosophila-associated Flavivirus-like 1 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,Drosophila-associated Flavivirus-like 2,Drosophila-associated Flavivirus-like 2 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,Drosophila-associated Flavivirus-like 5,Drosophila-associated Flavivirus-like 5 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,Drosophila-associated Flavivirus-like 6,Drosophila-associated Flavivirus-like 6 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,synthetic construct,synthetic construct (35 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,Unclassified Unclassified Flaviviridae,Unclassified Unclassified Flaviviridae (517 Strains - 70 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,unknown,unknown (2 Strains - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,VEEV replicon vector YFV-C2,VEEV replicon vector YFV-C2 (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,VEEV replicon vector YFV-C3opt,VEEV replicon vector YFV-C3opt (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,VEEV replicon vector YFV-C3opt-NS2mut,VEEV replicon vector YFV-C3opt-NS2mut (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,YFV replicon vector capsid-def,YFV replicon vector capsid-def (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,YFV replicon vector FMDV-2A-def,YFV replicon vector FMDV-2A-def (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,NA,Unclassified Flaviviridae,YFV replicon vector prME-def,YFV replicon vector prME-def (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Actantavirinae,Actinovirus,Batfish actinovirus,Batfish actinovirus (2 Strains - 1 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Actantavirinae,Actinovirus,Bern perch virus,Bern perch virus (1 Strain - 3 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Actantavirinae,Actinovirus,Goosefish actinovirus,Goosefish actinovirus (2 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Actantavirinae,Actinovirus,Perch actinovirus,Perch actinovirus (1 Strain - 3 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Actantavirinae,Actinovirus,Spikefish actinovirus,Spikefish actinovirus (2 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Agantavirinae,Agnathovirus,Hagfish agnathovirus,Hagfish agnathovirus (2 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Loanvirus,Brno loanvirus,Brno loanvirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,,Longquan loanvirus,Longquan loanvirus (11 Strains - 19 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Mobatvirus,Laibin mobatvirus,Laibin mobatvirus (5 Strains - 13 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Mobatvirus,Nova mobatvirus,Nova mobatvirus (210 Strains - 135 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Mobatvirus,Quezon mobatvirus,Quezon mobatvirus (6 Strains - 6 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Mobatvirus,Sarawak mobatvirus,Sarawak mobatvirus (2 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Mobatvirus,Xuan son mobatvirus,Xuan son mobatvirus (5 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Academ virus,Academ virus (2 Strains - 1 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Amga orthohantavirus,Amga orthohantavirus (6 Strains - 3 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Andes orthohantavirus,Andes orthohantavirus (379 Strains - 202 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Asama orthohantavirus,Asama orthohantavirus (3 Strains - 7 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Asikkala orthohantavirus,Asikkala orthohantavirus (4 Strains - 13 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Bayou orthohantavirus,Bayou orthohantavirus (7 Strains - 8 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Biya River virus,Biya River virus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Black Creek Canal orthohantavirus,Black Creek Canal orthohantavirus (7 Strains - 6 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Bowe orthohantavirus,Bowe orthohantavirus (1 Strain - 6 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Bruges orthohantavirus,Bruges orthohantavirus (28 Strains - 9 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Buffalo Bayou virus,Buffalo Bayou virus (1 Strain - 2 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Cano Delgadito orthohantavirus,Cano Delgadito orthohantavirus (6 Strains - 6 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Cao Bang orthohantavirus,Cao Bang orthohantavirus (5 Strains - 8 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Choclo orthohantavirus,Choclo orthohantavirus (9 Strains - 9 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Dabieshan orthohantavirus,Dabieshan orthohantavirus (13 Strains - 21 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Dakrong virus,Dakrong virus (1 Strain - 3 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Dobrava-Belgrade orthohantavirus,Dobrava-Belgrade orthohantavirus (511 Strains - 107 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,El Moro Canyon orthohantavirus,El Moro Canyon orthohantavirus (27 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Fugong orthohantavirus,Fugong orthohantavirus (1 Strain - 6 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Fusong orthohantavirus,Fusong orthohantavirus (2 Strains - 4 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Hantaan orthohantavirus,Hantaan orthohantavirus (870 Strains - 821 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Hantavirus China/YN06,Hantavirus China/YN06 (18 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Hantavirus HantaV-1,Hantavirus HantaV-1 (3 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Mammantavirinae,Orthohantavirus,Hantavirus HantaV-2,Hantavirus HantaV-2 (2 Strains - 0 complete segments)
